2.143617,1.288763,2.01773,1.353103,1.0477,0.8348833,0.8565559,1.161144,1.670493,0.7409219
2.264909,1.186973,1.980332,1.384254,1.053481,0.7782298,0.7403402,1.030868,1.424453,0.7777331
2.043311,1.162589,1.738106,1.227365,1.040845,0.8096339,0.8230613,1.017432,1.286066,0.7752339
1.594945,1.249283,1.420178,1.090325,1.120022,0.715986,0.7528313,1.132416,1.260148,0.7760379
1.51135,1.144595,1.29186,1.116023,1.101024,0.8666513,0.8128904,1.153919,1.185821,0.7877888
1.461535,1.155615,1.147014,1.077328,1.091842,0.9211439,0.8054778,1.197143,1.037555,0.80325
1.406877,1.019633,1.194449,1.117021,1.08749,0.9738028,0.9403081,1.15458,1.095692,0.8073234
1.449401,1.100613,1.368194,1.111705,1.063188,0.9690278,1.049534,1.077703,1.256505,0.8789014
2.155057,1.124934,1.27523,1.121247,1.162394,1.056588,1.039289,1.087415,1.375989,0.9593844
2.096401,1.250766,1.366939,1.15119,1.280059,1.135283,1.001626,1.023687,1.363901,1.065472
2.239021,1.278043,1.263553,1.181909,1.342416,1.213649,1.101503,1.038381,1.448544,1.074958
2.146286,1.406184,1.548444,1.519759,1.372168,1.230281,1.096437,1.092549,1.590464,1.027364
2.293045,2.02591,1.503604,1.68158,1.366527,1.26399,1.015249,1.063147,1.680074,1.013792
2.198965,1.772875,1.333224,1.725014,1.373396,1.270229,1.062828,1.078567,1.759563,1.014318
2.166645,2.068488,1.524512,1.776223,1.333472,1.299408,1.07316,1.011599,1.753537,1.057372
2.176786,2.021406,1.558368,1.841748,1.435742,1.28871,1.073822,1.050802,1.797452,1.067688
2.299638,1.952952,1.586128,1.924316,1.284143,1.284253,1.031246,1.132045,1.819999,1.039912
2.24835,2.056284,1.600735,2.091265,1.450109,1.268712,1.027507,1.133086,1.917631,1.045642
2.267807,2.017716,1.62228,2.035925,1.463433,1.25835,1.042178,1.133868,1.888804,1.109475
2.250583,1.8359,1.568519,1.980897,1.507573,1.275243,0.9818478,1.165317,1.837176,1.04143
2.24079,1.962378,1.561403,1.957135,1.488015,1.280872,1.018174,1.191805,2.05853,1.050854
2.363588,1.931423,1.777869,2.173965,1.625866,1.274978,1.036806,1.208382,2.041509,1.149894
2.241681,2.001396,1.741363,2.083962,1.559214,1.373908,1.129795,1.229842,1.933149,1.224402
2.225517,1.750474,1.742614,1.912664,1.579853,1.357627,1.187963,1.241404,1.888803,1.225424
1.981361,1.780445,1.569966,1.746817,1.21045,1.143552,1.226731,1.225294,1.738138,1.183532
1.929587,1.162508,1.598571,1.529478,1.093361,0.8288207,1.007722,1.145194,1.789827,0.9433227
1.749159,1.073771,1.432298,1.418088,1.060488,0.8293388,0.9683255,1.109994,1.322463,1.020997
1.364291,1.004172,1.257355,1.218848,1.208253,0.8536795,0.9956098,1.177859,1.041513,0.9939058
1.295272,1.144506,1.218794,1.171591,1.245983,0.8536795,0.9415758,1.119701,1.124149,0.9709765
1.323649,1.154513,1.069408,1.070745,1.207769,0.8536795,1.079473,1.214556,1.104094,1.068738
1.347229,1.13851,1.035845,1.21775,1.144548,1.003597,1.133289,1.310159,1.233598,1.19514
1.459788,1.137378,1.16337,1.184325,1.380395,1.190413,1.17803,1.19653,1.25985,1.275729
1.274982,1.279803,1.241077,1.198364,1.252338,1.293398,1.145095,1.273563,1.337403,1.314238
1.347972,1.26124,1.228522,1.228673,1.307268,1.332737,1.128519,1.216694,1.365304,1.330515
1.375776,1.327394,1.107718,1.168845,1.179847,1.337325,1.034783,0.9889802,1.351671,1.369935
1.304647,1.263641,1.006494,1.10696,0.9578903,1.336216,0.9654154,0.9344341,1.153228,1.416857
1.126605,1.100722,1.072084,1.05301,0.9793876,1.346678,1.010311,0.8373359,0.9930835,1.042925
1.130746,0.9428557,0.9830138,1.024598,0.8362267,0.9927992,0.8833812,0.8737029,0.9651955,0.8107423
1.114714,0.8914579,0.8383895,1.047016,0.8716053,0.7663568,0.7844148,0.8130943,0.8674725,0.7836395
1.00445,0.8264084,0.8695518,1.094037,0.8000742,0.7695497,0.6985334,0.7343762,0.8545021,0.7072128
1.059461,0.7023048,0.7539614,0.8735901,0.7663325,0.5738229,0.5427643,0.5035796,0.7806113,0.5416656
0.8534921,0.4796418,0.6456622,0.560765,0.6040367,0.4156379,0.4334276,0.4257794,0.719573,0.4818635
0.9571932,0.3980199,0.5701544,0.4486726,0.4602381,0.4216768,0.4196425,0.5435167,0.514755,0.4408597
0.8130882,0.452504,0.6442209,0.4482737,0.4715914,0.3854892,0.5605364,0.4750219,0.4347342,0.419872
0.7041628,0.454205,0.5574128,0.5238689,0.4584706,0.3440561,0.5567767,0.5022587,0.4408993,0.3596478
0.581075,0.5174155,0.5761578,0.4352476,0.3896644,0.3067308,0.430919,0.4544548,0.3207521,0.4102123
0.5861548,0.4694599,0.5533432,0.4551421,0.4060903,0.330498,0.4467241,0.476139,0.3452981,0.3630888
0.5944824,0.4526958,0.5003002,0.4505427,0.4480157,0.318228,0.4286444,0.4988173,0.3938939,0.3970525
0.5521359,0.4482521,0.567445,0.4577944,0.469413,0.3796377,0.4705383,0.5197404,0.4149486,0.4713393
0.5636142,0.479351,0.5592416,0.5123202,0.4651473,0.3271191,0.4336438,0.536029,0.4842926,0.432039
0.6104119,0.4848144,0.5972374,0.5233011,0.449384,0.3567429,0.4499488,0.5121355,0.4629609,0.452979
0.6257924,0.4777614,0.5119433,0.56717,0.4450959,0.3685486,0.445645,0.4717995,0.5154255,0.4396782
0.6050985,0.4337536,0.5385273,0.5265063,0.4500048,0.3628276,0.4457812,0.4502304,0.5289461,0.4046469
0.602249,0.438291,0.4939803,0.523869,0.4078933,0.368738,0.4366072,0.4383119,0.4955196,0.3758907
0.5399078,0.4292989,0.481504,0.4955942,0.4362351,0.3571462,0.4296917,0.4201461,0.5057862,0.392082
0.553219,0.4470497,0.4812602,0.5421424,0.4403642,0.3493786,0.4317079,0.3899479,0.4612785,0.3677666
0.6041498,0.4219868,0.4858019,0.5362704,0.4156866,0.3903512,0.4094694,0.3895482,0.4400785,0.3484081
0.5174156,0.4065725,0.4853599,0.5069304,0.4261792,0.373809,0.3861489,0.3768356,0.4218216,0.3751556
0.5683996,0.4621012,0.5154752,0.4938409,0.4170283,0.4170755,0.4306564,0.382819,0.4506455,0.3950916
0.5792578,0.4363649,0.4581395,0.4934045,0.4060107,0.4459359,0.421499,0.3725519,0.3997597,0.3725583
0.5009291,0.4592069,0.4870516,0.5400666,0.4231053,0.3996851,0.4105714,0.3805558,0.4547538,0.4160122
